name,num_simulations,solution_id,time_to_solve,sse,extraction_duration,infusion_duration,infusion_pressure,p0,p1,p2,p3,p4
Diagnostics_677_30AUG2023_1925,4320,1925,0:00:00.457043 hh:mm:ss,7.996644,21.3,6,1,7,10,9,8,7
Diagnostics_678_31AUG2023_1381,1680,1381,0:00:00.211282 hh:mm:ss,14.193747,29.1,9,2,4,4,5,9,9
Diagnostics_679_02SEP2023_530,1728,530,0:00:00.184652 hh:mm:ss,8.309538,28.6,20,3,7,9,9,9,8
Diagnostics_67_14APR2021_906,6480,906,0:00:00.697282 hh:mm:ss,9.293976,25.6,6,1,7,10,7,5,5
Diagnostics_680_03SEP2023_632,2688,632,0:00:00.283242 hh:mm:ss,8.072564,19.5,6,1,6,10,9,9,6
Diagnostics_68_15APR2021_3096,7776,3096,0:00:00.845739 hh:mm:ss,8.6301,21.6,6,1,6,9,9,6,6
Diagnostics_69_16APR2021_544,1920,544,0:00:00.203456 hh:mm:ss,7.85873,19.6,6,1,6,9,9,7,5
Diagnostics_6_31JAN2021_402,2592,402,0:00:00.311060 hh:mm:ss,7.596872,26.5,7,1,7,8,6,5,5
Diagnostics_70_18APR2021_3192,7776,3192,0:00:00.827898 hh:mm:ss,10.766736,27.4,6,1,8,10,7,5,5
Diagnostics_71_19APR2021_4820,9720,4820,0:00:01.064281 hh:mm:ss,10.531188,29.6,6,1,7,9,6,5,5
Diagnostics_72_20APR2021_2675,6300,2675,0:00:00.694704 hh:mm:ss,12.330715,32.3,7,1,7,9,7,5,5
Diagnostics_73_20APR2021_1444,2240,1444,0:00:00.242352 hh:mm:ss,10.363799,32.0,7,1,9,9,7,5,6
Diagnostics_74_21APR2021_3157,4032,3157,0:00:00.452969 hh:mm:ss,9.061976,24.1,7,1,8,9,8,6,6
Diagnostics_75_22APR2021_648,5184,648,0:00:00.540266 hh:mm:ss,8.018298,18.9,8,1,5,7,9,7,5
Diagnostics_76_25APR2021_3330,4320,3330,0:00:00.472761 hh:mm:ss,8.381229,22.0,5,1,4,9,8,6,6
Diagnostics_77_26APR2021_2130,3456,2130,0:00:00.373030 hh:mm:ss,7.936675,22.8,7,1,8,9,8,5,6
Diagnostics_78_27APR2021_637,4032,637,0:00:00.421872 hh:mm:ss,8.995782,21.5,7,1,8,9,9,7,5
Diagnostics_79_28APR2021_402,2880,402,0:00:00.308697 hh:mm:ss,7.399251,22.8,7,1,8,9,7,5,5
Diagnostics_7_01FEB2021_1032,1536,1032,0:00:00.164068 hh:mm:ss,10.156048,23.7,6,1,7,9,7,5,6
Diagnostics_80_29APR2021_2015,4860,2015,0:00:00.512139 hh:mm:ss,6.037706,17.6,7,1,6,8,9,6,6
Diagnostics_81_02MAY2021_4812,9720,4812,0:00:01.061018 hh:mm:ss,7.849556,30.7,7,1,7,9,6,5,5
Diagnostics_82_03MAY2021_665,4320,665,0:00:00.460160 hh:mm:ss,7.410952,21.9,7,1,6,9,9,7,5
Diagnostics_83_03MAY2021_1932,4860,1932,0:00:00.520608 hh:mm:ss,7.027877,23.2,7,1,7,9,8,6,6
Diagnostics_84_04MAY2021_410,3600,410,0:00:00.393495 hh:mm:ss,8.210968,23.0,6,1,7,9,8,5,5
Diagnostics_85_05MAY2021_1470,5670,1470,0:00:00.607088 hh:mm:ss,8.397263,24.4,6,1,4,10,8,7,5
Diagnostics_86_07MAY2021_852,4860,852,0:00:00.512679 hh:mm:ss,7.496558,21.2,7,1,7,9,8,7,5
Diagnostics_87_08MAY2021_2610,4860,2610,0:00:00.514297 hh:mm:ss,8.197894,23.1,6,1,5,9,9,7,6
Diagnostics_88_09MAY2021_2675,6300,2675,0:00:00.675194 hh:mm:ss,9.529157,25.5,7,1,7,9,7,5,5
Diagnostics_89_10MAY2021_680,4320,680,0:00:00.488693 hh:mm:ss,8.678655,24.5,7,1,7,9,9,7,5
Diagnostics_8_02FEB2021_836,4032,836,0:00:00.431845 hh:mm:ss,7.948313,26.7,6,1,9,8,5,5,5
Diagnostics_90_11MAY2021_690,2880,690,0:00:00.314205 hh:mm:ss,7.204615,24.3,6,1,8,9,9,6,5
Diagnostics_91_12MAY2021_485,4320,485,0:00:00.460773 hh:mm:ss,7.739735,26.4,6,1,6,9,8,5,5
Diagnostics_92_12MAY2021_2760,4320,2760,0:00:00.489965 hh:mm:ss,9.833504,28.8,6,1,8,9,7,5,6
Diagnostics_93_17MAY2021_2989,4032,2989,0:00:00.435954 hh:mm:ss,9.142652,22.9,7,1,8,9,9,6,6
Diagnostics_94_18MAY2021_4095,6720,4095,0:00:00.736027 hh:mm:ss,10.378187,32.3,6,1,4,10,6,5,6
Diagnostics_95_19MAY2021_4974,5760,4974,0:00:00.636427 hh:mm:ss,7.291823,23.6,7,1,7,10,6,6,6
Diagnostics_96_20MAY2021_2088,2688,2088,0:00:00.284420 hh:mm:ss,5.363683,22.4,6,1,5,9,8,6,6
Diagnostics_97_28MAY2021_1032,2592,1032,0:00:00.270281 hh:mm:ss,6.410424,16.3,7,1,6,8,6,6,5
Diagnostics_98_29MAY2021_1460,3600,1460,0:00:00.390980 hh:mm:ss,7.011498,26.9,6,1,6,8,6,5,5
Diagnostics_99_31MAY2021_510,1944,510,0:00:00.230410 hh:mm:ss,7.057729,21.0,7,1,7,8,7,6,5
Diagnostics_9_04FEB2021_2274,2592,2274,0:00:00.280383 hh:mm:ss,5.576231,25.4,6,1,7,7,6,6,6
